k,rho_prime,block_mean,block_std,z
50,0.006443991439183049,0.00119057558763532,0.0028400851355326585,1.8497388637479877
51,0.0069687785990022654,-0.00022640399644210726,0.002390839641799448,3.009479376889105
52,0.007689712976909012,-0.0004888865357020958,0.0020121216466628808,4.064664542611218
53,0.002638770645177485,-0.00015877352844248914,0.002793938535031381,1.0012905218004564
54,0.012401333605348563,0.0005439378439901866,0.003049551232540278,3.888242845318968
55,0.007979443706994813,-0.0012287462026260598,0.002900631567460644,3.1745465411459257
56,0.007053032260813355,0.0008599264297075245,0.002803157182668363,2.2093323447565396
57,0.009214709153883545,0.0011824416977423316,0.002315935052598722,3.4682611013327707
58,0.008477545513623822,-0.00011082236420621417,0.0023923924036056234,3.5898658869198594
59,0.007682028815743374,-0.0010595290540480363,0.002844956155197657,3.0726511738399993
60,0.011098854171298389,0.0001684000594724673,0.0022899231199009834,4.7732843154570865
61,0.007706540272129499,0.0004135386794671643,0.002903246480030157,2.5120159941041518
62,0.007271318765543537,-0.0007592821403906248,0.00223374038488692,3.5951361941019386
63,0.005740389923975666,0.0003671715282838418,0.0019315351439101647,2.781838276478045
64,0.007384195756781105,0.0005425487579178461,0.0028470564774054023,2.403059810425058
65,0.011395701865517107,-0.00014257654744404723,0.002001522623581253,5.764750434005149
66,0.007539581920144698,0.0007770321683990202,0.002670652116541345,2.5321717156121353
67,0.008476101896886397,0.0005598605644050365,0.002827630551313028,2.7996024193490916
68,0.0032253480856556035,-0.00035929132813070406,0.0029568571670277434,1.212314025093615
69,0.008233098989711553,-0.0004578828522445436,0.0020876680004232543,4.1630095590841485
70,0.006918021088187878,8.085670692998378e-05,0.0030884795433985895,2.2137638553805083
71,0.010721118352237323,0.00010427185272332059,0.0023842057823810657,4.4529908357621455
72,0.0040440839240166344,0.00012860908625695475,0.0024780290633931957,1.5800762370390329
73,0.005695097233719129,0.00015677227992561254,0.0024119489990381084,2.2962031767679227
74,0.006255937771155541,-6.280913730318576e-05,0.0025445039989912674,2.4832921901335996
75,0.009223403743319087,0.0006400456006800386,0.0027183923332980142,3.1575126362372887
76,0.007374520795069842,-0.0004469674955563735,0.0028633101501617853,2.7316245465704365
77,0.013704643342333954,-0.000719809322831533,0.00289787131281351,4.977602905065149
78,0.004047028050819372,0.0003657738525664608,0.0020195680425503315,1.8227928550524028
79,0.0036906043343874493,-0.000428743871527447,0.00250656266885951,1.6434251802645758
80,0.005215476023999343,-0.0010094319347716965,0.0028261239548387353,2.20263090304765
81,0.00580217001756783,0.0004489439597365942,0.0025642671273233037,2.087624179552296
82,0.0063365565981558245,-0.0002745537619450239,0.002632166174581719,2.5116614687716017
83,0.006287045897414406,-0.00027359639895632216,0.0022613007015358107,2.9012692968763187
84,0.011326166007466493,0.0003945173851260957,0.0022316544463805385,4.898450403049697
85,0.011491624664933829,0.0008313452193884308,0.002671677505121235,3.9901071237494503
86,0.0076052465529115225,-0.0001318219382627108,0.002716723289068884,2.847941313090446
87,0.010364797421475412,-7.437755094182197e-05,0.0027914542138718565,3.7396905600460086
88,0.010200101496733754,-0.0005117096535998219,0.0025470385234692043,4.205594478305538
89,0.01010307004124519,2.891098363371974e-05,0.0021245227934354673,4.741845598804339
90,0.005293337960789508,-0.00018351396055911467,0.002351812540138701,2.3287791130774473
91,0.005155893685303694,0.00013154771186640434,0.0021053405816408716,2.3864765716534984
92,0.005375222064456261,0.0004858662847689031,0.0026874959869322246,1.8192978904755706
93,0.00924766300278975,0.0004302928902078285,0.003072285361922671,2.8699710716532896
94,0.009163137316662604,-0.0004978061147228307,0.0023405239796441698,4.127684020932009
95,0.0066492372564212554,0.0002324700320490759,0.003082690328271553,2.0815477849083934
96,0.012707200737202991,-0.00012037540943087478,0.002694398053352607,4.7608318788208255
97,0.013719964124132471,0.0002866657959124833,0.002719176462280977,4.940208373586569
98,0.008233693194852214,-0.0003620011355123473,0.0025232939663609798,3.40653702856549
99,0.006473854844040616,1.2755381524595442e-05,0.0017363364521793348,3.7211103034820674
100,0.007619761491540979,0.0003083249418014603,0.00234579552775998,3.116826024781994
101,0.0022194853065285497,0.0005061655330885177,0.002641352069405643,0.6486525568799176
102,0.008221867540349127,3.1378880058597154e-05,0.0025195610550179256,3.250760144898437
103,0.006950975826479716,-0.001352045494923146,0.002100530130855416,3.9528218136159534
104,0.007921981560190756,0.0003862850068387867,0.0023993356088997217,3.1407430146079736
105,0.008973517943161266,-4.063624849843517e-05,0.00276138041437388,3.2643652228204805
106,0.012021216978389078,-1.7966823453200244e-05,0.0028316322768512448,4.251676285887576
107,0.006241945734836666,-0.00016223489182494503,0.0018579923515337194,3.44682830441963
108,0.007550967041261334,0.00012845514881207752,0.0022601291885757,3.28410956770432
109,0.0031896584613007786,-0.0006619597387610255,0.0025627733583245688,1.5029101920194092
110,0.009513041269510527,0.00020244862518278302,0.0022832499565517725,4.077780716741525
111,0.014365913196998415,0.0005148178637029762,0.0024413406932528993,5.673560995225094
112,0.005405346299422259,-0.0001581583689015156,0.0019669724260542743,2.8284609355119965
113,0.006139314136436053,-0.0006728368636718563,0.002044622983487157,3.3317394234166393
114,0.011401283761006957,0.00042516829203792663,0.0022764894286585713,4.8215095272534345
115,0.00902671739566655,1.4600062764391556e-05,0.002077554883275531,4.33784801809587
116,0.010798854638462217,-4.584606416003362e-05,0.0030319235177838316,3.576838478613447
117,0.008135089124884974,0.0005322662272347742,0.0022077478889765394,3.443700675974688
118,0.004835688168516345,-0.0007792349997492634,0.0026169653840278128,2.1455855711868805
119,0.002584294851193908,-0.0005287230266197109,0.0023688772180405445,1.3141322201530572
120,0.0069242399368899055,0.0003375485275337662,0.00204783851378697,3.2164115309930787
121,0.008223513223076618,-0.00018848113956923315,0.00230410377002841,3.6508747878756043
122,0.006543167274301227,0.0005322734049997632,0.002625471170907589,2.2894533887506294
123,0.00302397708275105,0.00026031801086864864,0.002425043525319442,1.139632770722478
124,0.00847714576661562,-0.0006638221725971399,0.002285659384796202,3.999269532467018
125,0.012378435444677606,-0.00030729714171067065,0.002476631158643661,5.122172731338678
126,0.0048784486134277405,-0.00013863002861574028,0.002638384927879074,1.9015719006841714
127,0.0072850715298745225,0.00028081757659585184,0.002450595852826977,2.858184039281161
128,0.0070288760841519535,0.0003503026439251886,0.0026144586012967846,2.554476646489701
129,0.011533411918788752,0.0009092792341596235,0.002450153264762581,4.336109433406651
130,0.008238067458545736,-0.00019035955935671275,0.0023787568289403435,3.5432066512057188
131,0.00855465814454428,-0.0003679347314225212,0.0022891935112592686,3.8977014534077328
132,0.005860643169138407,0.0004960380343547557,0.0026419587837842214,2.030540812260377
133,0.008284678134512202,-0.0008697133756070684,0.0024491904860074803,3.7377213256459267
134,0.01049713016231087,0.0006210707658541206,0.002085423664619266,4.735756845964349
135,0.0014917183244478104,-0.0008599431983140716,0.0025428231157535674,0.9248230866679712
136,0.009823206166641058,-0.0008391605503692483,0.00336279620748789,3.170684769201466
137,0.007120810823432136,-0.00013940768271548907,0.00258730675514077,2.8060911183887094
138,0.010649513717560611,0.0006593812180320256,0.0022685557417512674,4.403741250729179
139,0.009509153016401855,-0.0004529899280606929,0.0026948619515992553,3.6967173545014256
140,0.010144235940000586,3.5921579446764037e-06,0.0026979985610339767,3.7585801299203156
141,0.009795811804445897,0.0003987959883881169,0.0025689350221666067,3.657942195880244
142,0.006744913992222684,-2.1255066616624484e-05,0.002618497835156213,2.583988792351114
143,0.007420006564928147,0.0005002891094480046,0.0026111497295599785,2.6500653628339528
144,0.00711359871845822,-0.0001383489465559853,0.0024923505666297223,2.9096820335433957
145,0.009749942270915267,0.00048557711599234843,0.003064348321954446,3.023274178248148
146,0.007568931705263007,0.00048088204191607523,0.0019695608144671465,3.5987970573351213
147,0.0069626124586481325,-0.0007082490285027953,0.002740378900221991,2.7991973980421214
148,0.005634174738763253,8.902871081410603e-06,0.0029994214695882072,1.8754522912894065
149,0.003213930410496383,-0.00017294207260280803,0.002831947955912145,1.1959515272971566
150,0.00589890975324225,4.626855098590544e-05,0.0033086178890417645,1.7689081660473567
